security || This patch is a security patch (SRP) because it fixes a NULL pointer access vulnerability in the kernel.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability that can lead to a kernel panic and potential denial of service.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It fixes a bug related to arithmetics in the netfilter module, specifically regarding the NFT_REJECT_ICMPX_MAX constant. It does not address any security vulnerabilities or introduce any security enhancements.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch appears to be a non-security patch (NSP) as it does not address any security vulnerabilities or issues.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a bug related to the Solaris LDAP library returning the wrong file descriptor. While this bug could potentially cause issues with the functionality of the program, it does not directly address a security vulnerability.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a potential security vulnerability by preventing another DNS lookup if there is already one ongoing.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a sparse warning for HARD_TX_LOCK in the netdevice code.
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is fixing a bug related to interrupt masking during initialization of the irq-armada-370-xp irqchip driver. While this bug could potentially cause issues during the boot process, it does not directly address a security vulnerability.
non-security || This patch is a non-security patch (NSP). It is a bugfix that ensures that PCI mappings map the right pages.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is making changes to the code in order to drop excessive read/write access checks in the "exynos4210_combiner.c" file. These changes do not directly address any security vulnerabilities or issues.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a security vulnerability related to rejecting SMP security requests in the slave role.
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to user access in the Linux kernel.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it adds a check for the MTOFFL operation in the MTIOCTOP ioctl command, which is used for tape operations. This check ensures that only the MTOFFL operation is allowed, preventing potential security vulnerabilities.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code change related to the rpmsg driver, specifically making the modalias work for DeviceTree based devices. It does not address any security vulnerabilities or fixes.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code change related to the scheduler in the Linux kernel, specifically accounting for SCHED_RR tasks. It does not address any security vulnerabilities or fixes.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code change related to the isapnp driver, specifically removing the Big Kernel Lock (BKL) use from the isapnp_proc_bus_lseek() function.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it addresses a vulnerability related to validating the struct cn_msg len field, which comes from userspace and needs to be verified.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It is a code change related to the functionality of the tty subsystem in the Linux kernel. It removes a redundant call to wake_up_interruptible after the tty_wakeup function is called.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a missing address type check for removing Long Term Keys (LTKs) in the Bluetooth protocol. This check ensures that the address type (public vs random) matches when removing LTKs, which helps prevent unauthorized access to Bluetooth devices.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It adds partno entries for fallback path in the tg3 driver, which is not related to security issues.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It fixes a build error and provides an empty definition for a function in the sched domain. It does not address any security vulnerabilities or issues.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it disallows the use of PMU events intel_pt and intel_bts until there is support for them in the tools. This is done to prevent the recording of data without any indication as to why no data is being recorded.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a security patch (SRP) because it fixes a bug that can lead to follow up failures and potentially cause a "BUG: scheduling while atomic" error.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch appears to be a non-security patch (NSP) as it is related to the functionality and performance of the IPv6 routing system rather than addressing a specific security vulnerability.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a bug that could potentially lead to a security vulnerability. Specifically, it addresses an issue where the interrupt is not disabled before calling the free_irq function, which can result in a time slot where the interrupt is enabled but the interrupt handler is removed. This could allow for an interrupt to be triggered but not handled properly, potentially leading to security issues.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It fixes an issue related to the error message displayed when an invalid password is provided.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes an issue related to the regulator resource for MMC2 on the 4430sdp board. It does not address any security vulnerabilities or threats.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It adds support for gapped clock in the si2168 driver, which is not directly related to security.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability in the KVM (Kernel-based Virtual Machine) subsystem. Specifically, it addresses an issue where an invalid exception number could cause a warning message and potential system instability. The patch adds a check to ensure that the exception number is within a valid range, preventing the issue from occurring.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch appears to be a non-security patch (NSP) as it is fixing a logic issue in the libudev library related to device names.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a security patch (SRP) because it restricts normal users from setting idle IO priority, which could potentially lead to security vulnerabilities or exploits.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It is a code optimization that improves the efficiency of the mirroring code in the exofs file system. It does not address any security vulnerabilities or fix any security issues.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to tag creation in the repository. Specifically, it addresses the issue of the function returning a GIT_EEXISTS error code when a tag already exists, which could potentially be exploited by an attacker.
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to access checking in the kernel address space.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability in the netfilter conntrack module that could potentially be exploited by an attacker.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a bug in the default handler related to the handling of the POST method for regular files.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a bug related to the ACPI local APIC parser and does not address any security vulnerabilities.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a potential security vulnerability related to the scheduling of real-time tasks in the Linux kernel.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch does not appear to be a security patch. It seems to be a patch related to indexing and logging changes in a mailbox.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it addresses a vulnerability related to the handling of the "filename" parameter in the Content-Disposition header.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to WRITE SAME requests with ANCHOR==1.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch appears to be a non-security patch (NSP) as it does not mention any security-related changes or fixes.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a bug that could potentially lead to a security vulnerability.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes an issue related to the dimensions of the video being encoded, ensuring that they are multiples of 4. This is not directly related to security vulnerabilities or threats.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it enables a workaround for a specific security vulnerability (Cavium erratum 27456) on the ThunderX-81xx SoC.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to the handling of multipath routes in IPv6.
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP). It adds functionality to the perf tools by supporting tracepoint glob matching, allowing users to choose tracepoints more flexibly.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It adds support for a new feature, stream interleave, by allowing users to enable it through a sysctl parameter.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a build warning related to casting from pointer to integer of different size.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code refactoring patch that moves the declaration of a struct from one file to another for organizational purposes. It does not address any security vulnerabilities or fix any security issues.
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it modifies the permissions of the "priv_sess" file to make it writeable only by root.
non-security || This patch is a security patch (SRP) because it adds a check for the "allow-interactive-authorization" flag when doing polkit. This flag is used for interactive authorization, which is a security feature.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code change that adds information about the color depth for displays with "DFP 1.x compliant TMDS" according to the EDID specification. It does not address any security vulnerabilities or fixes.
non-security || Non-security patch (NSP)
non-security || This patch appears to be a non-security patch (NSP) as it is fixing an issue related to interpreting released names properly in the core unit of the software. It does not mention any security vulnerabilities or fixes.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to parsing of certain bytes in the ALSA seq_midi_event module.
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code change to fix compile warnings about uninitialized variables in the Trident driver.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a security patch (SRP) because it fixes a vulnerability related to accessing the wrong vma in the __access_remote_vm() function.
non-security || This patch is a non-security patch (NSP). It is modifying the behavior of the kernel by removing the IORESOURCE_BUSY flag from requests for reserved memory regions. This change does not directly address any security vulnerabilities or threats.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It provides an error message when migration fails due to a mismatch in htab_shift values, but it does not address any security vulnerabilities or fixes.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It fixes a bug related to debug messages in the V4L/DVB driver, but it does not address any security vulnerabilities.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP) because it is fixing a dynamic linking issue and not addressing a security vulnerability.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It adds support for the "iproute print_opt" command and implements the rtnl_link_ops fill_info routine for HSR.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP). It is a code improvement that adds a sanity check to ensure that requested channel sizes are within bounds, reducing errors in driver implementation.
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || Non-security patch (NSP)
non-security || This patch is a non-security patch (NSP).
